Store,CompetitionDistance,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,Promo2_0,Promo2_1,Promo_Jan,Promo_Feb,Promo_Mar,Promo_Apr,Promo_May,Promo_Jun,Promo_Jul,Promo_Aug,Promo_Sept,Promo_Oct,Promo_Nov,Promo_Dec,CompetitionDistance_log,CompMonth_sin,CompMonth_cos,PromoWeek_sin,PromoWeek_cos,CompetitionAgeMonths,Promo2AgeWeeks,CompetitionDistance_bin_Close,CompetitionDistance_bin_Far,CompetitionDistance_bin_Very_Far
561,9.568084743872936,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.357838586100906,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
562,7.099201743553092,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0917655066433745,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
563,6.55250788703459,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0218796785726947,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,5,73,0,0,0
564,8.785845337961213,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2809369883236075,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,121,0,1,0
565,5.081404364984463,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8052356503890232,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,97,225,0,0,0
566,8.19450550976564,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2186060784444055,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,95,0,1,0
567,6.918695219020472,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.0692264471812014,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,35,221,1,0,0
568,8.359603270841466,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2364029039973454,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,23,134,0,1,0
569,7.201170883281678,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.104276934720701,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,107,225,1,0,0
570,5.198497031265826,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8243068483519838,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,105,225,0,0,0
571,7.65491704784832,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.158127604278178,-0.5000000000000004,0.8660254037844384,-0.992708874098054,0.1205366802553232,237,43,1,0,0
572,9.130322663990151,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3155331700721873,0.8660254037844387,-0.4999999999999998,-0.970941817426052,-0.23931566428755774,136,306,0,0,1
573,7.0825485693553,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0897072397989382,-0.5000000000000004,0.8660254037844384,-0.9350162426854147,-0.3546048870425359,33,99,1,0,0
574,8.38958706681109,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2396013164077413,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
575,6.8679744089702925,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.062800647975805,0.49999999999999994,-0.8660254037844387,1.0,-1.6081226496766366e-16,87,278,1,0,0
576,3.9318256327243257,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.5957092304038698,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,105,225,0,0,0
577,7.7279755421055585,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1665334462932915,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,23,152,1,0,0
578,9.44943600950432,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3465480065720046,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,28,225,0,0,1
579,9.95089580993112,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3934212620424553,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,33,225,0,0,1
580,5.14166355650266,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8150956430032537,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,78,225,0,0,0
581,8.888894669371593,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2914123769389443,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,20,225,0,0,1
582,4.795790545596741,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.757131886054717,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
583,7.878912912297133,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.183679129723806,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,153,225,0,1,0
584,7.215975002651466,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1060804301011156,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,23,256,1,0,0
585,6.089044875446846,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9585506171458116,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,16,225,0,0,0
586,5.525452939131784,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8757103667584751,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,82,225,0,0,0
587,5.802118375377063,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9172340894587216,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,107,225,0,0,0
588,9.662752677191516,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.366756610280646,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,65,225,0,0,1
589,5.8888779583328805,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.9299082210139993,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,23,117,0,0,0
590,8.416488487294606,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.242462247042095,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,59,104,0,1,0
591,8.114025442356757,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.2098144844064533,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,23,165,0,1,0
592,7.840312983320164,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.179322281375757,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,122,225,0,1,0
593,10.406109618951431,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.434149143327428,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,65,225,0,0,1
594,7.490529402060711,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1389513543345293,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,46,225,1,0,0
595,7.030857476116121,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0832913063318936,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,2,225,1,0,0
596,5.673323267171493,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.898117976801967,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,107,225,0,0,0
597,5.017279836814924,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.7946353028541102,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,83,186,0,0,0
598,6.311734809152915,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9894805655993109,-2.4492935982947064e-16,1.0,-0.992708874098054,0.1205366802553232,20,43,0,0,0
599,6.364750756851911,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9967052077739862,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,9,225,0,0,0
600,9.760828918798548,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3759125888294985,1.2246467991473532e-16,-1.0,0.8854560256532099,0.4647231720437686,62,230,0,0,1
601,9.014447135152134,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3040287639147348,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,16,225,0,0,1
602,7.905072849498666,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1866210974491698,-0.4999999999999997,-0.8660254037844388,0.46472317204376906,-0.8854560256532096,169,165,0,1,0
603,5.831882477283517,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9216002545355522,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16,100,278,0,0,0
604,9.30118605527576,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3322590396038696,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,17,225,0,0,1
605,9.240966565517944,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3263960063206577,0.8660254037844387,-0.4999999999999998,-0.970941817426052,-0.23931566428755774,148,306,0,0,1
606,7.72356247227797,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1660276948898316,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,93,225,1,0,0
607,5.860786223465865,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9258220450052628,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,192,225,0,0,0
608,9.818528613308937,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3812602764917767,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,30,225,0,0,1
609,7.635786861395585,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1559148321020034,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,95,225,1,0,0
610,6.493753839851686,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.014069852200787,0.49999999999999994,0.8660254037844387,0.992708874098054,-0.12053668025532288,103,225,0,0,0
611,8.997270906233448,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.30231214637085,-2.4492935982947064e-16,1.0,-0.992708874098054,0.1205366802553232,152,43,0,0,1
612,7.820439515262181,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1770717004395226,-0.5000000000000004,0.8660254037844384,-0.5680647467311556,-0.8229838658936566,33,312,0,1,0
613,5.525452939131784,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.8757103667584751,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,98,225,0,0,0
614,7.057036981697891,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.086545868792951,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,32,225,1,0,0
615,6.594413459749778,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0274129059095127,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,96,225,1,0,0
616,8.019941687677365,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1994378692728556,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,48,256,0,1,0
617,9.098402718735318,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3123772646808427,-1.0,-1.8369701987210297e-16,0.8854560256532099,0.4647231720437686,23,230,0,0,1
618,9.201400530406708,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3225250177671137,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
619,7.378383712996714,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.1256550215472756,1.2246467991473532e-16,-1.0,-0.7485107481711011,0.6631226582407952,110,298,1,0,0
620,8.601718146485926,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2619420560522117,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,43,0,1,0
621,3.4339872044851463,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.4892992254175486,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,157,225,0,0,0
622,7.75190533307861,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.169271429016762,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
623,8.314097335405807,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.231529094946401,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,53,278,0,1,0
624,8.842315546841863,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.286691003181803,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,47,225,0,0,1
625,7.065613363597717,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.087609761208291,0.8660254037844387,-0.4999999999999998,0.46472317204376906,-0.8854560256532096,52,165,1,0,0
626,9.281823473598047,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.330377624997122,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,21,225,0,0,1
627,8.286773231131251,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2285911546138992,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,65,225,0,1,0
628,7.687538766201629,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.161889673177545,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
629,6.236369590203704,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.9791196428184719,-0.4999999999999997,-0.8660254037844388,0.35460488704253584,-0.9350162426854147,13,8,0,0,0
630,7.43307534889858,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1321615155577556,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,4,225,1,0,0
631,7.962415680121064,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1930397978057297,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,23,152,0,1,0
632,8.11701408773731,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.210142347817905,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,66,225,0,1,0
633,9.36228862824824,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3381731224968734,0.8660254037844387,-0.4999999999999998,0.46472317204376906,-0.8854560256532096,124,217,0,0,1
634,9.831508082743964,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.382459301802658,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
635,10.223067921487123,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.417971296006104,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,16,225,0,0,1
636,6.580639137284949,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.025597515002669,-0.8660254037844386,0.5000000000000001,1.0,-1.6081226496766366e-16,130,278,0,0,0
637,9.189218875354072,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.32133018829583,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,23,312,0,0,1
638,9.227295812625597,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3250602060780596,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,165,225,0,0,1
639,8.95944014361693,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.298520859536411,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,105,225,0,0,1
640,8.99230873254815,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3018156703191375,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
641,6.415096959171596,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.003518051589582,-2.4492935982947064e-16,1.0,-0.9350162426854147,-0.3546048870425359,140,99,0,0,0
642,6.274762021241939,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.9844111006657337,0.8660254037844387,-0.4999999999999998,-0.8854560256532096,-0.4647231720437691,124,256,0,0,0
643,5.442417710521793,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.8629038905519502,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,62,273,0,0,0
644,8.301769763117166,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.230204679164385,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,128,225,0,1,0
645,4.51085950651685,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.7067206012930416,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,0,0,0
646,6.431331081933479,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.005704992338858,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,11,225,0,0,0
647,8.912069097970134,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2937531154456154,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,28,225,0,0,1
648,7.664346632098617,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1592165172200097,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,80,225,1,0,0
649,9.586788531013854,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.359606858760491,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,153,225,0,0,1
650,7.259116128097101,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.111317575523662,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,34,43,1,0,0
651,5.303304908059076,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8410740844298052,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
652,9.922848906014748,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3908568251203755,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
653,8.925454386826402,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.2951026075732885,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,0.6631226582407952,13,298,0,0,1
654,8.843759381917984,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.286837689109184,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,107,225,0,0,1
655,6.8679744089702925,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.062800647975805,-0.5000000000000004,0.8660254037844384,0.5680647467311558,0.8229838658936564,33,130,1,0,0
656,6.018593214496234,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9485628011601908,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16,76,278,0,0,0
657,4.394449154672439,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.6853704905634923,0.49999999999999994,0.8660254037844387,0.9350162426854148,0.35460488704253557,115,73,0,0,0
658,6.255750041753367,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9817942637290324,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,23,306,0,0,0
659,7.372118028337787,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.124906902470258,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,41,225,1,0,0
660,7.090909822079984,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0907411873032014,-0.5000000000000004,0.8660254037844384,-0.992708874098054,0.1205366802553232,105,43,1,0,0
661,7.669028288589683,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1597567070706685,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,25,225,1,0,0
662,6.976348070447749,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.076480671432496,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
663,8.969669103793757,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.299547394234785,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,123,225,0,0,1
664,7.427144133408616,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.131457940406689,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,118,225,1,0,0
665,4.51085950651685,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.7067206012930416,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,32,225,0,0,0
666,7.901377353792616,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.186206023617281,-1.0,-1.8369701987210297e-16,0.8854560256532099,0.4647231720437686,23,230,0,1,0
667,7.962415680121064,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1930397978057297,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,1,0
668,7.147559271189454,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0977184064732266,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,59,225,1,0,0
669,9.74572201363806,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.374507723149958,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936566,37,104,0,0,1
670,7.630946580890459,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.155354184003961,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,1,0,0
671,7.635786861395585,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1559148321020034,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,90,252,1,0,0
672,5.484796933490655,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8694605040153234,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,155,225,0,0,0
673,9.627140989748092,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.363411199428559,-1.0,-1.8369701987210297e-16,0.5680647467311558,0.8229838658936564,23,130,0,0,1
674,7.878912912297133,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.183679129723806,-2.4492935982947064e-16,1.0,-0.5680647467311556,-0.8229838658936566,116,104,0,1,0
675,7.650168700845001,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1575788237414684,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,24,225,1,0,0
676,7.252053951852814,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1104621332211777,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,83,225,1,0,0
677,7.462214939768189,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.135610952562404,1.2246467991473532e-16,-1.0,-0.7485107481711011,0.6631226582407952,14,298,1,0,0
678,8.086717920303906,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.206813778116714,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,199,0,1,0
679,8.328692583545568,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.233094874659105,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,1,0
680,5.14166355650266,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1.8150956430032537,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,23,152,0,0,0
681,6.431331081933479,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.005704992338858,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,23,82,0,0,0
682,5.017279836814924,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.7946353028541102,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,107,225,0,0,0
683,7.955425088912672,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1922595038346877,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,13,225,0,1,0
684,6.523562306149512,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0180397367202874,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,23,165,0,0,0
685,6.478509642208569,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.012033526440284,-0.5000000000000004,0.8660254037844384,-0.970941817426052,-0.23931566428755774,21,306,0,0,0
686,9.906034306802704,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3893162421804464,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,160,225,0,0,1
687,7.926963544862978,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.18907630849481,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
